"x","y","data_class"
73.0016976338811,23.2575648534112,"SzCdEL"
40.3349647461437,1.06572214281186,"pOoks"
69.9520324147306,26.4707677671686,"pOoks"
53.1241376255639,36.9927673204802,"wep"
67.5855795294046,76.0500013269484,"pOoks"
3.44442940317094,40.7268403097987,"XQQhW"
38.6410132888705,40.0853500515223,"pOoks"
21.2722033518367,30.4563246457838,"Ijgev"
82.6460049091838,50.8555690944195,"pOoks"
68.4046161593869,9.7677524597384,"SzCdEL"
64.84329452971,46.9497565994971,"wep"
-4.65736898593605,73.1153847672977,"pOoks"
74.8863579402678,58.7312517594546,"CkEGM"
47.8610437479801,65.5582002946176,"Ijgev"
89.1315860650502,66.3342328974977,"wep"
4.16915072593838,49.7889095917344,"Ijgev"
10.0982281938195,25.7433913648129,"pOoks"
82.8784826002084,37.9256851156242,"pOoks"
46.5860633784905,41.1121431505308,"Ijgev"
11.5682994155213,54.476249916479,"wep"
93.3336958684959,82.8456743317656,"CkEGM"
-2.78927803272381,92.6520230085589,"SzCdEL"
-1.87918117269874,23.0672047799453,"Ijgev"
50.5166127695702,50.4886729666032,"XQQhW"
40.4860336473212,57.8586932038888,"CkEGM"
24.5049477415159,91.468723253347,"pOoks"
91.4180241362192,-7.57279955549166,"CkEGM"
27.9601114685647,36.6068942425773,"wep"
56.260844420176,1.29864224465564,"pOoks"
8.11050896067172,96.1647159699351,"pOoks"
40.2944596717134,79.9095329223201,"wep"
83.2808164646849,11.3998118368909,"XQQhW"
-2.2281179158017,78.6064032488503,"wep"
86.3856895035133,72.7794550405815,"SzCdEL"
44.1212393692695,96.4479072485119,"SzCdEL"
73.3432378643192,87.5635201553814,"Ijgev"
42.2749191825278,56.3889600522816,"XQQhW"
34.034506471362,-2.04341895412654,"SzCdEL"
53.0149308172986,35.6034473679028,"SzCdEL"
88.7134587951005,-7.1018497296609,"Ijgev"
17.9404143360443,81.0362980351783,"Ijgev"
1.9386279117316,24.9900656752288,"CkEGM"
80.0311544840224,76.3294227141887,"XQQhW"
46.1969809909351,76.9031538139097,"wep"
35.8509461279027,78.2793621020392,"pOoks"
67.8409567568451,47.1397214895114,"XQQhW"
91.9050760869868,33.1632633158006,"XQQhW"
92.1338568790816,94.8422907665372,"wep"
12.8060120390728,36.8167790677398,"Ijgev"
15.1852465607226,80.8521419833414,"CkEGM"
84.459277105052,19.939884680789,"pOoks"
79.2760813049972,2.54938567755744,"Ijgev"
20.7729927101173,56.2085469742306,"wep"
4.93595719104633,59.6744491392747,"SzCdEL"
18.2246832642704,65.0410567503422,"XQQhW"
92.7941881166771,15.6531614903361,"Ijgev"
36.7896705074236,28.4201049036346,"XQQhW"
42.4246043525636,27.1309696417302,"Ijgev"
94.085354488343,6.23332392191514,"SzCdEL"
45.6430219719186,79.8052870878018,"CkEGM"
37.349327749107,4.38685997854918,"Ijgev"
73.912459902931,0.702835167758167,"CkEGM"
47.5516344420612,1.36165023781359,"Ijgev"
41.2908580922522,40.8072137599811,"SzCdEL"
69.1228118329309,-1.38559291837737,"pOoks"
93.5853589861654,51.742057367228,"pOoks"
82.4206552980468,56.0104530095123,"Ijgev"
46.1691334657371,99.2922577611171,"SzCdEL"
79.878081032075,93.5478566144593,"XQQhW"
45.9168721945025,42.8114968910813,"pOoks"
41.5587487793528,-9.76004786090925,"CkEGM"
14.9865969829261,-4.78581679752097,"XQQhW"
72.1030187583528,90.1762894517742,"SzCdEL"
32.8278574440628,71.3374554691836,"SzCdEL"
32.1803866745904,-5.62131290789694,"Ijgev"
84.9621365475468,33.6693258443847,"XQQhW"
31.0716014611535,22.8634443250485,"XQQhW"
93.1621170486324,-4.8222066112794,"SzCdEL"
-1.73587592318654,6.39083013869822,"Ijgev"
